text,tag,intent
vui_lòng liệt_kê giá vé cho tất_cả các chuyến bay từ hạ_long đến thành_phố vinh vào ngày mùng một tháng 8,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,airfare
tôi muốn xem_lại các chuyến bay từ thành_phố vinh đến tuy_hoà,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
cx có phải là viết tắt của jetstar không,B-airline_code O O O O O O B-airline_name O,abbreviation
tôi muốn biết thông_tin về các chuyến bay rời hạ_long vào buổi chiều đến đà_lạt,O O O O O O O O O B-fromloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O B-toloc.city_name,flight
chuyến bay muộn nhất từ cà_mau đến thanh_hoá,O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
các chuyến bay của hãng hàng_không jetstar từ hải_phòng đến cà_mau,O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,flight
vj có nghĩa là gì,B-airline_code O O O O,abbreviation
tìm lịch_trình di_chuyển của chuyến bay khứ_hồi từ đà_nẵng đến buôn_ma_thuột sau 8 giờ tối và trước 10 giờ tối,O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,flight
"xin chào , tôi muốn một vé khứ_hồi đến đà_lạt",O O O O O O O B-round_trip O B-toloc.city_name,flight
các chuyến bay thứ_bảy từ cam_ranh đến hải_phòng,O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,flight
bây_giờ tôi cần các chuyến bay rời huế vào buổi chiều ngày thứ tư và đến thành_phố hồ_chí_minh,O O O O O O O B-fromloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O B-depart_date.day_name I-depart_date.day_name O O B-toloc.city_name I-toloc.city_name,flight
cho tôi biết tất_cả các chuyến bay giữa đà_lạt và thành_phố hồ_chí_minh hoặc cần_thơ khởi_hành trong khoảng từ 5 đến 7 giờ tối,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O O O O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time I-depart_time.end_time,flight
tôi muốn một chuyến bay từ huế đến buôn_ma_thuột,O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết các chuyến bay từ đà_nẵng đến đà_lạt,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
những chuyến bay từ cần_thơ đến thành_phố đồng_hới vào thứ_sáu có phục_vụ bữa tối,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O O B-meal_description I-meal_description,flight
tôi cần bay từ hà_nội đến huế rồi đến thành_phố hồ_chí_minh và quay lại,O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name I-toloc.city_name O O O,flight
làm thế_nào tôi có_thể đi từ sân_bay ở buôn_ma_thuột đến trung_tâm thành_phố,O O O O O O O O B-fromloc.city_name O O O,ground_service
cho tôi xem các chuyến bay rời khỏi phù_cát,O O O O O O O O B-fromloc.airport_name,flight
đang tìm một chuyến bay từ dc đến quảng_ninh,O O O O O O B-fromloc.state_code O B-toloc.state_name,flight
"tôi cần đưa mười người từ thành_phố hồ_chí_minh đến hải_phòng , vui_lòng cho tôi chuyến bay vào các ngày trong tuần",O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O O O O B-flight_mod I-flight_mod I-flight_mod,flight
giá vé khứ_hồi rẻ nhất từ buôn_ma_thuột đến hạ_long là bao_nhiêu,O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O,airfare
hãng hàng_không nào có_thể đưa tôi bay từ hạ_long đến huế rồi đến thành_phố hồ_chí_minh,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name I-toloc.city_name,airline
hạn_chế ap57 nghĩa_là gì,O B-restriction_code O O,restriction
liệt_kê tất_cả các chuyến bay không nghỉ vào chủ_nhật từ sài_gòn đến phú_quốc,O O O O O B-flight_stop I-flight_stop O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi chuyến bay không dừng muộn nhất từ huế đến washington dc,O O O O B-flight_stop I-flight_stop B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code,flight
cho tôi biết các chuyến bay từ đà_nẵng đến thành_phố vinh đến sau 21 giờ,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,flight
vui_lòng cho tôi biết các chuyến bay từ washington dc đến san francisco california,O O O O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-toloc.state_name,flight
có những sân_bay nào ở sài_gòn,O O O O O B-city_name,airport
cho tôi biết các chuyến bay từ tất_cả các sân_bay đến tân_sơn nhất,O O O O O O O O O O O B-toloc.airport_name I-toloc.airport_name,flight
có chuyến bay thẳng nào từ hạ_long đến thành_phố vinh mà đến thành_phố vinh vào khoảng 12 giờ trưa không,O O O B-connect O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O,flight
giá vé khứ_hồi hạng nhất rẻ nhất trên đường_bay của vietjet từ chu lai đến phú_quốc là bao_nhiêu,O O B-round_trip B-class_type I-class_type B-cost_relative I-cost_relative O O O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O,airfare
tôi cần đến bangkok từ huế nhưng tôi muốn dừng chân ở sài_gòn,O O O B-toloc.city_name O B-fromloc.city_name O O O O O O B-stoploc.city_name,flight
mất bao_lâu để đi từ sân_bay rạch_giá bằng đường_bộ,O O O O O B-airport_name I-airport_name O O,ground_service
tôi muốn một chuyến bay không dừng từ hạ_long đến đà_nẵng bay vào khoảng 7 giờ tối,O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
vui_lòng liệt_kê các chuyến bay từ huế đến hải_phòng,O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
ok vào ngày hai_mươi ba tháng mười một tôi muốn bay từ hạ_long đến huế và tôi cần biết có những chuyến bay nào phù_hợp,O O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name I-depart_date.month_name O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O O,flight
giải_thích các loại mã giá vé,O O O O O O,abbreviation
có chuyến bay nào của hãng hàng_không jetstar pacific từ hà_nội đến huế không,O O O O O B-airline_name I-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O,flight
tôi đang tìm một chuyến bay một_chiều đi từ hà_nội đến huế và rẻ nhất có_thể,O O O O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-cost_relative I-cost_relative O,flight
chuyến bay từ rạch_giá đến tuy_hoà phú_yên,O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name,flight
cho tôi xem danh_sách các chuyến bay từ thành_phố hồ_chí_minh đến abu dhabi,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
vui_lòng liệt_kê các chuyến bay từ hạ_long đến vinh,O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
giá vé từ hà_nội đến thành_phố hồ_chí_minh trên chuyến bay 2170 của vietnam airlines là bao_nhiêu,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-flight_number O B-airline_name I-airline_name O O,airfare
cho tôi biết các chuyến bay từ huế đến washington dc vào thứ tư,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name I-depart_date.day_name,flight
tìm một chuyến bay từ hà_nội đến ulaanbaatar vào thứ hai,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
một vé hạng phổ_thông từ hà_nội đến thành_phố hồ_chí_minh vào ngày 30 tháng 9 có giá là bao_nhiêu,O O B-economy I-economy O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O O O,airfare
liệt_kê cho tôi tất_cả giá vé khứ_hồi từ naypyidaw đến hà_nội,O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name,airfare
tôi muốn có chuyến bay rẻ nhất từ hà_nội đến thành_phố hồ_chí_minh,O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi cần thông_tin chuyến bay rời hạ_long và đến đà_nẵng vào thứ hai,O O O O O O B-fromloc.city_name O O B-toloc.city_name O B-arrive_date.day_name I-arrive_date.day_name,flight
tôi muốn bay các chuyến bay của vietnam airlines từ hà_nội đến huế,O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay qh 281 từ hà_nội đến huế sử_dụng loại máy_bay nào,O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O O O,aircraft
cho tôi biết về các chuyến bay của hãng hàng_không jetstar từ đà_lạt đến thanh_hoá vào ngày 20 tháng sáu,O O O O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
trên chuyến bay jetstar 1765 từ hà_nội đến thành_phố hồ_chí_minh có những loại bữa ăn nào được phục_vụ,O O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-meal I-meal O O O,meal
cho tôi biết tất_cả các chuyến bay của hãng hàng_không jetstar pacific rời buôn_ma_thuột từ 12 đến 4 giờ buổi chiều,O O O O O O O O B-airline_name I-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time B-depart_time.period_of_day I-depart_time.period_of_day,flight
hui nghĩa_là gì,B-airport_code O O,abbreviation
có chuyến bay nào của hãng hàng_không jetstar bay đến buôn_ma_thuột từ 12 giờ đến 4 giờ vào buổi chiều không,O O O O O B-airline_name I-airline_name I-airline_name O O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O B-depart_time.period_of_day I-depart_time.period_of_day O,flight
vui_lòng cho tôi phương_tiện giao_thông đường_bộ ở đà_lạt,O O O O O O O B-city_name,ground_service
vui_lòng cho tôi biết tất_cả các sân_bay tại huế,O O O O O O O O B-city_name,airport
vui_lòng liệt_kê tất_cả các chuyến bay của hãng hàng_không vietjet air và hãng hàng_không bamboo airways đi đến huế và tất_cả các chuyến bay của hãng hàng_không bamboo airways và hãng hàng_không vietjet air bay đi từ huế,O O O O O O O B-airline_name I-airline_name I-airline_name I-airline_name O B-airline_name I-airline_name I-airline_name I-airline_name O O B-toloc.city_name O O O O O O B-airline_name I-airline_name I-airline_name I-airline_name O B-airline_name I-airline_name I-airline_name I-airline_name O O O B-fromloc.city_name,flight
cho tôi biết tất_cả các chuyến bay từ moscow đến hà_nội trên boeing 787,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-aircraft_code,flight
tôi muốn đặt một chuyến bay từ côn_đảo đến đồng_hới vào ngày mùng 1 tháng 6 của hãng hàng_không jetstar,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-airline_name I-airline_name I-airline_name,flight
chuyến bay muộn nhất trong ngày từ đà_nẵng đến hạ_long,O O B-flight_mod I-flight_mod O O O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi xem các chuyến bay từ huế đến thành_phố hồ_chí_minh,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
cho tôi biết tất_cả các chuyến bay không dừng giữa huế và cần_thơ khởi_hành sau 12h trưa và đến sau 5 giờ chiều,O O O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time,flight
cho tôi biết các thành_phố có các chuyến bay của vietjet,O O O O O O O O O O B-airline_name,city
tìm cho tôi một chuyến bay của vietnam airlines từ hà_nội đến thành_phố hồ_chí_minh với điểm dừng chân ở huế,O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name,flight
cho tôi biết chuyến bay sớm nhất từ đồng_hới đi cà_mau,O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay sớm nhất từ hải_phòng đến rạch_giá,O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name,flight
tôi muốn bay từ oslo đến thành_phố hồ_chí_minh với điểm dừng ở istanbul,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,flight
các chuyến bay từ hà_nội đến thành_đô,O O O O B-fromloc.city_name O B-toloc.city_name,flight
có chuyến bay nào từ pleiku đến thanh_hoá vào tối mai không,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.today_relative O,flight
cho tôi xem giá vé khứ_hồi của các chuyến bay không dừng từ cam_ranh đến thanh_hoá,O O O O O B-round_trip O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name,airfare
mã giá vé f nghĩa_là gì,O O O B-fare_basis_code O O,abbreviation
chuyến bay từ cà_mau đến điện_biên_phủ,O O O B-fromloc.city_name O B-toloc.city_name,flight
